RegionType,Location Name,CBSACode,Year-Month,MortgageData
State,Wisconsin,55',2016-04,1.2%
State,Wyoming,56',2016-04,2.2%
National,United States,-----,2016-05,2.0%
State,Alabama,01',2016-05,2.9%
State,Alaska,02',2016-05,1.4%
State,Arizona,04',2016-05,1.6%
State,Arkansas,05',2016-05,2.6%
State,California,06',2016-05,1.4%
State,Colorado,08',2016-05,1.1%
State,Connecticut,09',2016-05,2.2%
State,Delaware,10',2016-05,2.3%
State,District of Columbia,11',2016-05,1.2%
State,Florida,12',2016-05,2.0%
State,Georgia,13',2016-05,2.6%
State,Hawaii,15',2016-05,1.0%
State,Idaho,16',2016-05,1.7%
State,Illinois,17',2016-05,1.8%
State,Indiana,18',2016-05,2.3%
State,Iowa,19',2016-05,1.5%
State,Kansas,20',2016-05,1.7%
State,Kentucky,21',2016-05,2.2%
State,Louisiana,22',2016-05,3.4%
State,Maine,23',2016-05,2.1%
State,Maryland,24',2016-05,2.2%
State,Massachusetts,25',2016-05,1.8%
State,Michigan,26',2016-05,2.0%
State,Minnesota,27',2016-05,1.3%
State,Mississippi,28',2016-05,4.2%
State,Missouri,29',2016-05,2.2%
State,Montana,30',2016-05,1.5%
State,Nebraska,31',2016-05,1.4%
State,Nevada,32',2016-05,1.5%
State,New Hampshire,33',2016-05,1.8%
State,New Jersey,34',2016-05,2.0%
State,New Mexico,35',2016-05,2.0%
State,New York,36',2016-05,2.1%
State,North Carolina,37',2016-05,2.5%
State,North Dakota,38',2016-05,1.1%
State,Ohio,39',2016-05,2.2%
State,Oklahoma,40',2016-05,2.5%
State,Oregon,41',2016-05,1.0%
State,Pennsylvania,42',2016-05,2.6%
State,Rhode Island,44',2016-05,2.2%
State,South Carolina,45',2016-05,2.8%
State,South Dakota,46',2016-05,1.3%
State,Tennessee,47',2016-05,2.6%
State,Texas,48',2016-05,2.6%
State,Utah,49',2016-05,1.6%
State,Vermont,50',2016-05,1.7%
State,Virginia,51',2016-05,1.8%
State,Washington,53',2016-05,1.0%
State,West Virginia,54',2016-05,3.5%
State,Wisconsin,55',2016-05,1.3%
State,Wyoming,56',2016-05,2.0%
National,United States,-----,2016-06,2.0%
State,Alabama,01',2016-06,2.9%
State,Alaska,02',2016-06,1.3%
State,Arizona,04',2016-06,1.6%
State,Arkansas,05',2016-06,2.5%
State,California,06',2016-06,1.3%
State,Colorado,08',2016-06,1.2%
State,Connecticut,09',2016-06,2.1%
State,Delaware,10',2016-06,2.5%
State,District of Columbia,11',2016-06,1.3%
State,Florida,12',2016-06,2.0%
State,Georgia,13',2016-06,2.6%
State,Hawaii,15',2016-06,1.1%
State,Idaho,16',2016-06,1.7%
State,Illinois,17',2016-06,1.8%
State,Indiana,18',2016-06,2.3%
State,Iowa,19',2016-06,1.5%
State,Kansas,20',2016-06,1.7%
State,Kentucky,21',2016-06,2.2%
State,Louisiana,22',2016-06,3.4%
State,Maine,23',2016-06,2.2%
State,Maryland,24',2016-06,2.3%
State,Massachusetts,25',2016-06,1.7%
State,Michigan,26',2016-06,2.1%
State,Minnesota,27',2016-06,1.3%
State,Mississippi,28',2016-06,4.2%
State,Missouri,29',2016-06,2.3%
State,Montana,30',2016-06,1.5%
State,Nebraska,31',2016-06,1.3%
State,Nevada,32',2016-06,1.4%
State,New Hampshire,33',2016-06,1.6%
State,New Jersey,34',2016-06,2.0%
State,New Mexico,35',2016-06,2.1%
State,New York,36',2016-06,2.0%
State,North Carolina,37',2016-06,2.5%
State,North Dakota,38',2016-06,1.3%
State,Ohio,39',2016-06,2.2%
State,Oklahoma,40',2016-06,2.7%
State,Oregon,41',2016-06,1.0%
State,Pennsylvania,42',2016-06,2.6%
State,Rhode Island,44',2016-06,2.1%
State,South Carolina,45',2016-06,2.9%
State,South Dakota,46',2016-06,1.3%
State,Tennessee,47',2016-06,2.5%
State,Texas,48',2016-06,2.8%
State,Utah,49',2016-06,1.7%
State,Vermont,50',2016-06,1.7%
State,Virginia,51',2016-06,1.9%
State,Washington,53',2016-06,1.0%
State,West Virginia,54',2016-06,3.6%
State,Wisconsin,55',2016-06,1.2%
State,Wyoming,56',2016-06,2.2%
National,United States,-----,2016-07,2.2%
State,Alabama,01',2016-07,3.3%
State,Alaska,02',2016-07,1.7%
State,Arizona,04',2016-07,1.8%
State,Arkansas,05',2016-07,2.7%
State,California,06',2016-07,1.4%
State,Colorado,08',2016-07,1.3%
State,Connecticut,09',2016-07,2.4%
State,Delaware,10',2016-07,2.5%
State,District of Columbia,11',2016-07,1.8%
State,Florida,12',2016-07,2.2%
State,Georgia,13',2016-07,2.8%
State,Hawaii,15',2016-07,1.1%
State,Idaho,16',2016-07,2.1%
State,Illinois,17',2016-07,2.0%
State,Indiana,18',2016-07,2.5%
State,Iowa,19',2016-07,1.7%
State,Kansas,20',2016-07,1.7%
State,Kentucky,21',2016-07,2.5%
State,Louisiana,22',2016-07,3.8%
State,Maine,23',2016-07,2.3%
State,Maryland,24',2016-07,2.6%
State,Massachusetts,25',2016-07,1.9%
State,Michigan,26',2016-07,2.2%
State,Minnesota,27',2016-07,1.5%
State,Mississippi,28',2016-07,4.5%
State,Missouri,29',2016-07,2.3%
State,Montana,30',2016-07,1.8%
State,Nebraska,31',2016-07,1.8%
State,Nevada,32',2016-07,1.5%
State,New Hampshire,33',2016-07,1.9%
State,New Jersey,34',2016-07,2.2%
State,New Mexico,35',2016-07,2.2%
State,New York,36',2016-07,2.3%
State,North Carolina,37',2016-07,2.8%
State,North Dakota,38',2016-07,1.4%
State,Ohio,39',2016-07,2.4%
State,Oklahoma,40',2016-07,2.9%
State,Oregon,41',2016-07,1.1%
State,Pennsylvania,42',2016-07,2.9%
State,Rhode Island,44',2016-07,2.2%
State,South Carolina,45',2016-07,3.1%
State,South Dakota,46',2016-07,1.6%
State,Tennessee,47',2016-07,2.7%
State,Texas,48',2016-07,2.9%
State,Utah,49',2016-07,1.7%
State,Vermont,50',2016-07,1.7%
State,Virginia,51',2016-07,2.1%
State,Washington,53',2016-07,1.2%
State,West Virginia,54',2016-07,3.8%
State,Wisconsin,55',2016-07,1.4%
State,Wyoming,56',2016-07,2.1%
National,United States,-----,2016-08,2.2%
State,Alabama,01',2016-08,3.4%
State,Alaska,02',2016-08,1.6%
State,Arizona,04',2016-08,1.9%
State,Arkansas,05',2016-08,2.8%
State,California,06',2016-08,1.4%
State,Colorado,08',2016-08,1.3%
State,Connecticut,09',2016-08,2.4%
State,Delaware,10',2016-08,2.4%
State,District of Columbia,11',2016-08,1.8%
State,Florida,12',2016-08,2.2%
State,Georgia,13',2016-08,3.0%
State,Hawaii,15',2016-08,1.3%
State,Idaho,16',2016-08,1.9%
State,Illinois,17',2016-08,2.0%
State,Indiana,18',2016-08,2.7%
State,Iowa,19',2016-08,1.8%
State,Kansas,20',2016-08,1.9%
State,Kentucky,21',2016-08,2.5%
State,Louisiana,22',2016-08,3.8%
State,Maine,23',2016-08,2.4%
State,Maryland,24',2016-08,2.6%
State,Massachusetts,25',2016-08,2.0%
State,Michigan,26',2016-08,2.2%
State,Minnesota,27',2016-08,1.5%
State,Mississippi,28',2016-08,4.8%
State,Missouri,29',2016-08,2.4%
State,Montana,30',2016-08,1.8%
State,Nebraska,31',2016-08,1.6%
State,Nevada,32',2016-08,1.6%
State,New Hampshire,33',2016-08,1.9%
State,New Jersey,34',2016-08,2.3%
State,New Mexico,35',2016-08,2.3%
State,New York,36',2016-08,2.4%
State,North Carolina,37',2016-08,2.8%
State,North Dakota,38',2016-08,1.3%
State,Ohio,39',2016-08,2.4%
State,Oklahoma,40',2016-08,2.9%
State,Oregon,41',2016-08,1.1%
State,Pennsylvania,42',2016-08,3.0%
State,Rhode Island,44',2016-08,2.6%
State,South Carolina,45',2016-08,3.2%
State,South Dakota,46',2016-08,1.7%
State,Tennessee,47',2016-08,2.8%
State,Texas,48',2016-08,2.9%
State,Utah,49',2016-08,1.7%
State,Vermont,50',2016-08,1.8%
State,Virginia,51',2016-08,2.1%
State,Washington,53',2016-08,1.1%
State,West Virginia,54',2016-08,3.8%
State,Wisconsin,55',2016-08,1.5%
State,Wyoming,56',2016-08,2.2%
National,United States,-----,2016-09,2.2%
State,Alabama,01',2016-09,3.1%
State,Alaska,02',2016-09,1.7%
State,Arizona,04',2016-09,1.8%
State,Arkansas,05',2016-09,2.8%
State,California,06',2016-09,1.3%
State,Colorado,08',2016-09,1.3%
State,Connecticut,09',2016-09,2.3%
State,Delaware,10',2016-09,2.7%
State,District of Columbia,11',2016-09,1.7%
State,Florida,12',2016-09,2.2%
State,Georgia,13',2016-09,2.8%
State,Hawaii,15',2016-09,1.2%
State,Idaho,16',2016-09,1.7%
State,Illinois,17',2016-09,2.1%
State,Indiana,18',2016-09,2.5%
State,Iowa,19',2016-09,1.7%
State,Kansas,20',2016-09,1.8%
State,Kentucky,21',2016-09,2.4%
State,Louisiana,22',2016-09,3.5%
State,Maine,23',2016-09,2.3%
State,Maryland,24',2016-09,2.6%
State,Massachusetts,25',2016-09,1.8%
State,Michigan,26',2016-09,2.1%
State,Minnesota,27',2016-09,1.4%
State,Mississippi,28',2016-09,4.4%
State,Missouri,29',2016-09,2.2%
State,Montana,30',2016-09,1.7%
State,Nebraska,31',2016-09,1.5%
State,Nevada,32',2016-09,1.5%
State,New Hampshire,33',2016-09,1.9%
State,New Jersey,34',2016-09,2.3%
State,New Mexico,35',2016-09,2.2%
State,New York,36',2016-09,2.3%
State,North Carolina,37',2016-09,2.7%
State,North Dakota,38',2016-09,1.4%
State,Ohio,39',2016-09,2.3%
State,Oklahoma,40',2016-09,2.8%
State,Oregon,41',2016-09,0.9%
State,Pennsylvania,42',2016-09,2.8%
State,Rhode Island,44',2016-09,2.3%
State,South Carolina,45',2016-09,3.2%
State,South Dakota,46',2016-09,1.8%
State,Tennessee,47',2016-09,2.8%
State,Texas,48',2016-09,2.9%
State,Utah,49',2016-09,1.7%
State,Vermont,50',2016-09,1.6%
State,Virginia,51',2016-09,2.0%
State,Washington,53',2016-09,1.1%
State,West Virginia,54',2016-09,3.5%
State,Wisconsin,55',2016-09,1.4%
State,Wyoming,56',2016-09,2.6%
National,United States,-----,2016-10,2.2%
State,Alabama,01',2016-10,3.5%
State,Alaska,02',2016-10,1.6%
State,Arizona,04',2016-10,1.9%
State,Arkansas,05',2016-10,3.0%
State,California,06',2016-10,1.4%
State,Colorado,08',2016-10,1.3%
State,Connecticut,09',2016-10,2.5%
State,Delaware,10',2016-10,2.5%
State,District of Columbia,11',2016-10,1.4%
State,Florida,12',2016-10,2.2%
State,Georgia,13',2016-10,2.9%
State,Hawaii,15',2016-10,1.1%
State,Idaho,16',2016-10,1.7%
State,Illinois,17',2016-10,2.1%
State,Indiana,18',2016-10,2.7%
State,Iowa,19',2016-10,1.9%
State,Kansas,20',2016-10,2.0%
State,Kentucky,21',2016-10,2.5%
State,Louisiana,22',2016-10,3.6%
State,Maine,23',2016-10,2.3%
State,Maryland,24',2016-10,2.5%
State,Massachusetts,25',2016-10,1.9%
State,Michigan,26',2016-10,2.2%
State,Minnesota,27',2016-10,1.4%
State,Mississippi,28',2016-10,4.9%
State,Missouri,29',2016-10,2.4%
State,Montana,30',2016-10,1.6%
State,Nebraska,31',2016-10,1.4%
State,Nevada,32',2016-10,1.6%
State,New Hampshire,33',2016-10,1.8%
State,New Jersey,34',2016-10,2.3%
State,New Mexico,35',2016-10,2.3%
State,New York,36',2016-10,2.4%
State,North Carolina,37',2016-10,2.8%
State,North Dakota,38',2016-10,1.4%
State,Ohio,39',2016-10,2.4%
State,Oklahoma,40',2016-10,3.0%
State,Oregon,41',2016-10,1.0%
State,Pennsylvania,42',2016-10,2.9%
State,Rhode Island,44',2016-10,2.5%
State,South Carolina,45',2016-10,3.2%
State,South Dakota,46',2016-10,1.6%
State,Tennessee,47',2016-10,2.8%
State,Texas,48',2016-10,3.1%
State,Utah,49',2016-10,1.7%
State,Vermont,50',2016-10,1.6%
State,Virginia,51',2016-10,2.1%
State,Washington,53',2016-10,1.1%
State,West Virginia,54',2016-10,3.6%
State,Wisconsin,55',2016-10,1.4%
State,Wyoming,56',2016-10,2.5%
National,United States,-----,2016-11,2.1%
State,Alabama,01',2016-11,3.3%
State,Alaska,02',2016-11,1.3%
State,Arizona,04',2016-11,1.8%
State,Arkansas,05',2016-11,2.8%
State,California,06',2016-11,1.4%
State,Colorado,08',2016-11,1.2%
State,Connecticut,09',2016-11,2.4%
State,Delaware,10',2016-11,2.6%
State,District of Columbia,11',2016-11,1.6%
State,Florida,12',2016-11,2.0%
State,Georgia,13',2016-11,2.9%
State,Hawaii,15',2016-11,1.0%
State,Idaho,16',2016-11,1.7%
State,Illinois,17',2016-11,2.0%
State,Indiana,18',2016-11,2.5%
State,Iowa,19',2016-11,1.8%
State,Kansas,20',2016-11,1.9%
State,Kentucky,21',2016-11,2.4%
State,Louisiana,22',2016-11,3.3%
State,Maine,23',2016-11,2.3%
State,Maryland,24',2016-11,2.4%
State,Massachusetts,25',2016-11,1.8%
State,Michigan,26',2016-11,2.2%
State,Minnesota,27',2016-11,1.4%
State,Mississippi,28',2016-11,4.8%
State,Missouri,29',2016-11,2.3%
State,Montana,30',2016-11,1.6%
State,Nebraska,31',2016-11,1.4%
State,Nevada,32',2016-11,1.6%
State,New Hampshire,33',2016-11,1.6%
State,New Jersey,34',2016-11,2.2%
State,New Mexico,35',2016-11,2.3%
State,New York,36',2016-11,2.2%
State,North Carolina,37',2016-11,2.6%
State,North Dakota,38',2016-11,1.3%
State,Ohio,39',2016-11,2.3%
State,Oklahoma,40',2016-11,2.9%
State,Oregon,41',2016-11,1.0%
State,Pennsylvania,42',2016-11,2.8%
State,Rhode Island,44',2016-11,2.3%
State,South Carolina,45',2016-11,3.0%
State,South Dakota,46',2016-11,1.7%
State,Tennessee,47',2016-11,2.7%
State,Texas,48',2016-11,3.1%
State,Utah,49',2016-11,1.8%
State,Vermont,50',2016-11,1.4%
State,Virginia,51',2016-11,2.0%
State,Washington,53',2016-11,1.0%
State,West Virginia,54',2016-11,3.4%
State,Wisconsin,55',2016-11,1.4%
State,Wyoming,56',2016-11,2.3%
National,United States,-----,2016-12,2.2%
State,Alabama,01',2016-12,3.5%
State,Alaska,02',2016-12,1.4%
State,Arizona,04',2016-12,1.9%
State,Arkansas,05',2016-12,2.9%
State,California,06',2016-12,1.4%
State,Colorado,08',2016-12,1.3%
State,Connecticut,09',2016-12,2.5%
State,Delaware,10',2016-12,2.6%
State,District of Columbia,11',2016-12,1.3%
State,Florida,12',2016-12,2.1%
State,Georgia,13',2016-12,2.9%
State,Hawaii,15',2016-12,1.1%
State,Idaho,16',2016-12,1.8%
State,Illinois,17',2016-12,2.1%
State,Indiana,18',2016-12,2.7%
State,Iowa,19',2016-12,1.9%
State,Kansas,20',2016-12,2.0%
State,Kentucky,21',2016-12,2.6%
State,Louisiana,22',2016-12,3.9%
State,Maine,23',2016-12,2.4%
State,Maryland,24',2016-12,2.5%
State,Massachusetts,25',2016-12,1.9%
State,Michigan,26',2016-12,2.2%
State,Minnesota,27',2016-12,1.5%
State,Mississippi,28',2016-12,4.8%
State,Missouri,29',2016-12,2.3%
State,Montana,30',2016-12,1.7%
State,Nebraska,31',2016-12,1.4%
State,Nevada,32',2016-12,1.6%
State,New Hampshire,33',2016-12,1.9%
State,New Jersey,34',2016-12,2.2%
State,New Mexico,35',2016-12,2.3%
State,New York,36',2016-12,2.4%
State,North Carolina,37',2016-12,2.6%
State,North Dakota,38',2016-12,1.3%
State,Ohio,39',2016-12,2.5%
State,Oklahoma,40',2016-12,3.2%
State,Oregon,41',2016-12,1.2%
State,Pennsylvania,42',2016-12,3.0%
State,Rhode Island,44',2016-12,2.3%
State,South Carolina,45',2016-12,3.0%
State,South Dakota,46',2016-12,1.8%
State,Tennessee,47',2016-12,2.8%
State,Texas,48',2016-12,3.2%
State,Utah,49',2016-12,1.7%
State,Vermont,50',2016-12,1.6%
State,Virginia,51',2016-12,2.0%
State,Washington,53',2016-12,1.0%
State,West Virginia,54',2016-12,3.7%
State,Wisconsin,55',2016-12,1.4%
State,Wyoming,56',2016-12,2.5%
National,United States,-----,2017-01,2.4%
State,Alabama,01',2017-01,3.8%
State,Alaska,02',2017-01,1.6%
State,Arizona,04',2017-01,2.0%
State,Arkansas,05',2017-01,3.0%
State,California,06',2017-01,1.5%
State,Colorado,08',2017-01,1.4%
State,Connecticut,09',2017-01,2.6%
State,Delaware,10',2017-01,2.7%
State,District of Columbia,11',2017-01,1.7%
State,Florida,12',2017-01,2.3%
State,Georgia,13',2017-01,3.1%
State,Hawaii,15',2017-01,1.2%
State,Idaho,16',2017-01,2.0%
State,Illinois,17',2017-01,2.2%
State,Indiana,18',2017-01,2.7%
State,Iowa,19',2017-01,1.9%
State,Kansas,20',2017-01,2.1%
State,Kentucky,21',2017-01,2.9%
State,Louisiana,22',2017-01,4.1%
State,Maine,23',2017-01,2.5%
State,Maryland,24',2017-01,2.7%
State,Massachusetts,25',2017-01,2.1%
State,Michigan,26',2017-01,2.5%
State,Minnesota,27',2017-01,1.6%
State,Mississippi,28',2017-01,5.0%
State,Missouri,29',2017-01,2.5%
State,Montana,30',2017-01,1.8%
State,Nebraska,31',2017-01,1.5%
State,Nevada,32',2017-01,1.7%
State,New Hampshire,33',2017-01,2.2%
State,New Jersey,34',2017-01,2.4%
State,New Mexico,35',2017-01,2.5%
State,New York,36',2017-01,2.5%
State,North Carolina,37',2017-01,2.9%
State,North Dakota,38',2017-01,1.6%
State,Ohio,39',2017-01,2.6%
State,Oklahoma,40',2017-01,3.2%
State,Oregon,41',2017-01,1.2%
State,Pennsylvania,42',2017-01,3.2%
State,Rhode Island,44',2017-01,2.6%
State,South Carolina,45',2017-01,3.2%
State,South Dakota,46',2017-01,1.9%
State,Tennessee,47',2017-01,3.0%
State,Texas,48',2017-01,3.3%
State,Utah,49',2017-01,1.8%
State,Vermont,50',2017-01,1.8%
State,Virginia,51',2017-01,2.1%
State,Washington,53',2017-01,1.1%
State,West Virginia,54',2017-01,3.8%
State,Wisconsin,55',2017-01,1.5%
State,Wyoming,56',2017-01,2.6%
National,United States,-----,2017-02,2.1%
State,Alabama,01',2017-02,3.3%
State,Alaska,02',2017-02,1.6%
State,Arizona,04',2017-02,1.8%
State,Arkansas,05',2017-02,2.8%
State,California,06',2017-02,1.3%
State,Colorado,08',2017-02,1.3%
State,Connecticut,09',2017-02,2.3%
State,Delaware,10',2017-02,2.3%
State,District of Columbia,11',2017-02,1.5%
State,Florida,12',2017-02,2.1%
State,Georgia,13',2017-02,2.8%
State,Hawaii,15',2017-02,1.2%
State,Idaho,16',2017-02,1.8%
State,Illinois,17',2017-02,1.9%
State,Indiana,18',2017-02,2.4%
State,Iowa,19',2017-02,1.7%
State,Kansas,20',2017-02,1.8%
State,Kentucky,21',2017-02,2.5%
State,Louisiana,22',2017-02,3.6%
State,Maine,23',2017-02,2.0%
State,Maryland,24',2017-02,2.4%
State,Massachusetts,25',2017-02,1.7%
State,Michigan,26',2017-02,2.1%
State,Minnesota,27',2017-02,1.4%
State,Mississippi,28',2017-02,4.6%
State,Missouri,29',2017-02,2.3%
State,Montana,30',2017-02,1.4%
State,Nebraska,31',2017-02,1.4%
State,Nevada,32',2017-02,1.4%
State,New Hampshire,33',2017-02,1.6%
State,New Jersey,34',2017-02,2.2%
State,New Mexico,35',2017-02,2.3%
State,New York,36',2017-02,2.2%
State,North Carolina,37',2017-02,2.6%
State,North Dakota,38',2017-02,1.2%
State,Ohio,39',2017-02,2.4%
State,Oklahoma,40',2017-02,2.9%
State,Oregon,41',2017-02,1.1%
State,Pennsylvania,42',2017-02,2.8%
State,Rhode Island,44',2017-02,2.1%
State,South Carolina,45',2017-02,3.1%
State,South Dakota,46',2017-02,1.6%
State,Tennessee,47',2017-02,2.8%
State,Texas,48',2017-02,3.0%
State,Utah,49',2017-02,1.6%
State,Vermont,50',2017-02,1.4%
State,Virginia,51',2017-02,1.9%
State,Washington,53',2017-02,1.1%
State,West Virginia,54',2017-02,3.6%
State,Wisconsin,55',2017-02,1.4%
State,Wyoming,56',2017-02,2.4%
National,United States,-----,2017-03,2.0%
State,Alabama,01',2017-03,3.0%
State,Alaska,02',2017-03,1.7%
State,Arizona,04',2017-03,1.6%
State,Arkansas,05',2017-03,2.6%
State,California,06',2017-03,1.3%
State,Colorado,08',2017-03,1.2%
State,Connecticut,09',2017-03,2.3%
State,Delaware,10',2017-03,2.2%
State,District of Columbia,11',2017-03,1.5%
State,Florida,12',2017-03,1.9%
State,Georgia,13',2017-03,2.6%
State,Hawaii,15',2017-03,1.1%
State,Idaho,16',2017-03,1.7%
State,Illinois,17',2017-03,1.8%
State,Indiana,18',2017-03,2.1%
State,Iowa,19',2017-03,1.6%
State,Kansas,20',2017-03,1.6%
State,Kentucky,21',2017-03,2.1%
State,Louisiana,22',2017-03,3.3%
State,Maine,23',2017-03,1.9%
State,Maryland,24',2017-03,2.3%
State,Massachusetts,25',2017-03,1.7%
State,Michigan,26',2017-03,1.8%
State,Minnesota,27',2017-03,1.3%
State,Mississippi,28',2017-03,4.0%
State,Missouri,29',2017-03,2.0%
State,Montana,30',2017-03,1.5%
State,Nebraska,31',2017-03,1.3%
State,Nevada,32',2017-03,1.4%
State,New Hampshire,33',2017-03,1.6%
State,New Jersey,34',2017-03,2.1%
State,New Mexico,35',2017-03,2.1%
State,New York,36',2017-03,2.1%
State,North Carolina,37',2017-03,2.4%
State,North Dakota,38',2017-03,1.1%
State,Ohio,39',2017-03,2.0%
State,Oklahoma,40',2017-03,2.7%
State,Oregon,41',2017-03,1.0%
State,Pennsylvania,42',2017-03,2.5%
State,Rhode Island,44',2017-03,2.0%
State,South Carolina,45',2017-03,2.7%
State,South Dakota,46',2017-03,1.4%
State,Tennessee,47',2017-03,2.5%
State,Texas,48',2017-03,2.7%
State,Utah,49',2017-03,1.4%
State,Vermont,50',2017-03,1.4%
State,Virginia,51',2017-03,1.8%
State,Washington,53',2017-03,0.9%
State,West Virginia,54',2017-03,3.3%
State,Wisconsin,55',2017-03,1.3%
State,Wyoming,56',2017-03,1.9%
National,United States,-----,2017-04,1.9%
State,Alabama,01',2017-04,3.0%
State,Alaska,02',2017-04,1.7%
State,Arizona,04',2017-04,1.5%
State,Arkansas,05',2017-04,2.4%
State,California,06',2017-04,1.2%
State,Colorado,08',2017-04,1.1%
State,Connecticut,09',2017-04,2.2%
State,Delaware,10',2017-04,2.1%
State,District of Columbia,11',2017-04,1.5%
State,Florida,12',2017-04,1.8%
State,Georgia,13',2017-04,2.4%
State,Hawaii,15',2017-04,1.2%
State,Idaho,16',2017-04,1.7%
State,Illinois,17',2017-04,1.7%
State,Indiana,18',2017-04,2.2%
State,Iowa,19',2017-04,1.4%
State,Kansas,20',2017-04,1.6%
State,Kentucky,21',2017-04,2.1%
State,Louisiana,22',2017-04,3.1%
State,Maine,23',2017-04,1.9%
State,Maryland,24',2017-04,2.2%
State,Massachusetts,25',2017-04,1.6%
State,Michigan,26',2017-04,1.8%
State,Minnesota,27',2017-04,1.2%
State,Mississippi,28',2017-04,3.9%
State,Missouri,29',2017-04,2.1%
State,Montana,30',2017-04,1.4%
State,Nebraska,31',2017-04,1.2%
State,Nevada,32',2017-04,1.3%
State,New Hampshire,33',2017-04,1.4%
State,New Jersey,34',2017-04,2.0%
State,New Mexico,35',2017-04,2.0%
State,New York,36',2017-04,1.9%
State,North Carolina,37',2017-04,2.3%
State,North Dakota,38',2017-04,1.2%
